Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Smoldering Crater,Commander 2020,313,Near Mint,English,,,,,,,,$0.00 
1,0,Smoldering Marsh,Commander 2020,314,Near Mint,English,,,,,,,,$0.00 
1,0,Smothering Tithe,Ravnica Allegiance,22,Near Mint,English,,,,,,,,$0.00 
3,0,Snakeskin Veil,Kaldheim,194,Near Mint,English,,,,,,,,$0.00 
1,0,Snare Tactician,Ikoria: Lair of Behemoths,30,Near Mint,English,,,,,,,,$0.00 
1,0,Snarespinner,Core Set 2021,207,Near Mint,English,,,,,,,,$0.00 
2,0,Sneaking Guide,Zendikar Rising,164,Near Mint,English,,,,,,,,$0.00 
1,0,Snow-Covered Forest,Kaldheim,284,Near Mint,English,foil,,,,,,,$0.00 
1,0,Snow-Covered Forest,Kaldheim,284,Near Mint,English,,,,,,,,$0.00 
2,0,Snow-Covered Forest,Kaldheim,285,Near Mint,English,,,,,,,,$0.00 
1,0,Snow-Covered Island,Modern Horizons,251,Near Mint,English,,,,,,,,$0.00 
1,0,Snow-Covered Island,Kaldheim,278,Near Mint,English,,,,,,,,$0.00 
1,0,Snow-Covered Island,Kaldheim,279,Near Mint,English,,,,,,,,$0.00 
1,0,Snow-Covered Mountain,Modern Horizons,253,Near Mint,English,,,,,,,,$0.00 
1,0,Snow-Covered Mountain,Kaldheim,282,Near Mint,English,,,,,,,,$0.00 
1,0,Snow-Covered Mountain,Kaldheim,283,Near Mint,English,foil,,,,,,,$0.00 
2,0,Snow-Covered Mountain,Kaldheim,283,Near Mint,English,,,,,,,,$0.00 
1,0,Snow-Covered Plains,Modern Horizons,250,Near Mint,English,,,,,,,,$0.00 
2,0,Snow-Covered Plains,Kaldheim,276,Near Mint,English,,,,,,,,$0.00 
1,0,Snow-Covered Plains,Kaldheim,277,Near Mint,English,foil,,,,,,,$0.00 
1,0,Snow-Covered Plains,Kaldheim,277,Near Mint,English,,,,,,,,$0.00 
2,0,Snow-Covered Swamp,Kaldheim,280,Near Mint,English,,,,,,,,$0.00 
1,0,Snow-Covered Swamp,Kaldheim,281,Near Mint,English,,,,,,,,$0.00 
1,0,Snowfield Sinkhole,Kaldheim,269,Near Mint,English,,,,,,,,$0.00 
1,0,Snowfield Sinkhole,Kaldheim,269,Near Mint,English,foil,,,,,,,$0.00 
2,0,So Tiny,Throne of Eldraine,64,Near Mint,English,,,,,,,,$0.00 
1,0,Soaring Seacliff,Commander 2020,315,Near Mint,English,,,,,,,,$0.00 
1,0,Soaring Thought-Thief,Zendikar Rising,236,Near Mint,English,,,,,,,,$0.00 
2,0,Sol Ring,Commander 2017,223,Near Mint,English,,,,,,,,$0.00 
5,0,Sol Ring,Commander 2020,252,Near Mint,English,,,,,,,,$0.00 
2,0,Sol Ring,Zendikar Rising Commander,120,Near Mint,English,,,,,,,,$0.00 
2,0,Sol Ring,Commander Legends,472,Near Mint,English,,,,,,,,$0.00 
1,0,Sol'kanar the Swamp King,"Time Spiral ""Timeshifted""",100,Near Mint,English,,,,,,,,$0.00 
1,0,Solemn Recruit,Commander 2020,99,Near Mint,English,,,,,,,,$0.00 
1,0,Solemn Simulacrum,Duel Decks: Elves vs. Inventors,62,Near Mint,English,,,,,,,,$0.00 
1,0,Solemn Simulacrum,Commander 2020,253,Near Mint,English,,,,,,,,$0.00 
1,0,Solemn Simulacrum,Core Set 2021,239,Near Mint,English,,,,,,,,$0.00 
1,0,Solemn Simulacrum,Core Set 2021,319,Near Mint,English,,,,,,,,$0.00 
1,0,Solid Footing,Ikoria: Lair of Behemoths,31,Near Mint,English,,,,,,,,$0.00 
1,0,Song-Mad Treachery // Song-Mad Ruins,Zendikar Rising,165,Near Mint,English,,,,,,,,$0.00 
1,0,Sorcerer's Broom,Throne of Eldraine,232,Near Mint,English,,,,,,,,$0.00 
1,0,Sorin's Thirst,War of the Spark,104,Near Mint,English,,,,,,,,$0.00 
1,0,Soul Manipulation,Zendikar Rising Commander,100,Near Mint,English,,,,,,,,$0.00 
1,0,Soul of Innistrad,Commander 2020,137,Near Mint,English,,,,,,,,$0.00 
1,0,Soul Sear,Core Set 2021,160,Near Mint,English,,,,,,,,$0.00 
2,0,Soul's Fire,Commander Legends,200,Near Mint,English,,,,,,,,$0.00 
1,0,Soul's Might,Commander Legends,257,Near Mint,English,,,,,,,,$0.00 
1,0,Soulflayer,Commander 2020,138,Near Mint,English,,,,,,,,$0.00 
1,0,Soulherder,Modern Horizons,214,Near Mint,English,,,,,,,,$0.00 
1,0,Souvenir Snatcher,Commander 2020,38,Near Mint,English,,,,,,,,$0.00 
4,0,Spark Harvest,War of the Spark,105,Near Mint,English,,,,,,,,$0.00 
1,0,Spark Reaper,War of the Spark,106,Near Mint,English,,,,,,,,$0.00 
1,0,Sparkhunter Masticore,Core Set 2021,240,Near Mint,English,,,,,,,,$0.00 
1,0,Sparktongue Dragon,Commander Legends,202,Near Mint,English,,,,,,,,$0.00 
2,0,Spawn of Rix Maadi,Return to Ravnica,199,Near Mint,English,,,,,,,,$0.00 
1,0,Spawn of Thraxes,Journey into Nyx,112,Near Mint,English,,,,,,,,$0.00 
1,0,Spear Spewer,Ravnica Allegiance,117,Near Mint,English,,,,,,,,$0.00 
1,0,Species Specialist,Commander 2020,47,Near Mint,English,,,,,,,,$0.00 
1,0,Specter's Shriek,Throne of Eldraine,106,Near Mint,English,,,,,,,,$0.00 
2,0,Spectral Sailor,Core Set 2020,76,Near Mint,English,,,,,,,,$0.00 
2,0,Spectral Searchlight,Commander Legends,342,Near Mint,English,,,,,,,,$0.00 
2,0,Spectral Steel,Kaldheim,30,Near Mint,English,,,,,,,,$0.00 
1,0,Spell Rupture,Gatecrash,52,Near Mint,English,,,,,,,,$0.00 
1,0,Spell Snuff,Modern Horizons,70,Near Mint,English,,,,,,,,$0.00 
1,0,Spelleater Wolverine,Ikoria: Lair of Behemoths,137,Near Mint,English,,,,,,,,$0.00 
2,0,Spellgorger Weird,Core Set 2021,161,Near Mint,English,,,,,,,,$0.00 
1,0,Spellpyre Phoenix,Commander 2020,56,Near Mint,English,,,,,,,,$0.00 
1,0,Sphinx of the Second Sun,Commander Legends,99,Near Mint,English,,,,,,,,$0.00 
1,0,Sphinx of Uthuun,Commander Legends,406,Near Mint,English,,,,,,,,$0.00 
1,0,Sphinx Summoner,Double Masters,220,Near Mint,English,,,,,,,,$0.00 
1,0,Sphinx's Insight,Ravnica Allegiance,209,Near Mint,English,,,,,,,,$0.00 
1,0,Spider Spawning,Innistrad,203,Near Mint,English,,,,,,,,$0.00 
1,0,Spidery Grasp,Amonkhet,188,Near Mint,English,,,,,,,,$0.00 
1,0,Spiked Baloth,Magic 2013,192,Near Mint,English,,,,,,,,$0.00 
1,0,Spikefield Hazard // Spikefield Cave,Zendikar Rising,166,Near Mint,English,,,,,,,,$0.00 
1,0,Spikewheel Acrobat,Ravnica Allegiance,118,Near Mint,English,,,,,,,,$0.00 
1,0,Spinal Centipede,Guilds of Ravnica,86,Near Mint,English,,,,,,,,$0.00 
1,0,Spinal Embrace,Zendikar Rising Commander,101,Near Mint,English,,,,,,,,$0.00 
2,0,Spined Megalodon,Core Set 2021,72,Near Mint,English,,,,,,,,$0.00 
4,0,Spinerock Knoll,Commander 2020,316,Near Mint,English,,,,,,,,$0.00 
1,0,Spire Tracer,Gatecrash,135,Near Mint,English,,,,,,,,$0.00 
1,0,Spirit Cairn,Commander 2020,100,Near Mint,English,,,,,,,,$0.00 
1,0,Spirit Link,Fifth Edition,340,Good (Lightly Played),English,,,,,,,,$0.00 
1,0,Spirit Mantle,Commander Legends,385,Near Mint,English,,,,,,,,$0.00 
1,0,Spirit of the Aldergard,Kaldheim,195,Near Mint,English,,,,,,,,$0.00 
1,0,Spitfire Lagac,Zendikar Rising,167,Near Mint,English,,,,,,,,$0.00 
1,0,Spitfire Lagac,Zendikar Rising,302,Near Mint,English,foil,,,,,,,$0.00 
1,0,Spitting Image,Commander Legends,453,Near Mint,English,,,,,,,,$0.00 
1,0,Splatter Thug,Return to Ravnica,105,Near Mint,English,,,,,,,,$0.00 
2,0,Splinterfright,Commander 2020,191,Near Mint,English,,,,,,,,$0.00 
2,0,Spoils of Adventure,Zendikar Rising,237,Near Mint,English,,,,,,,,$0.00 
2,0,Spontaneous Mutation,Commander Legends,100,Near Mint,English,,,,,,,,$0.00 
1,0,Spore Frog,Modern Horizons,180,Near Mint,English,,,,,,,,$0.00 
1,0,Sporemound,Zendikar Rising Commander,82,Near Mint,English,,,,,,,,$0.00 
1,0,Sporemound,Commander Legends,437,Near Mint,English,,,,,,,,$0.00 
1,0,Springbloom Druid,Zendikar Rising Commander,83,Near Mint,English,,,,,,,,$0.00 
1,0,Springleaf Drum,Double Masters,291,Near Mint,English,,,,,,,,$0.00 
1,0,Springmantle Cleric,Zendikar Rising,205,Near Mint,English,,,,,,,,$0.00 
1,0,Sprite Dragon,Ikoria: Lair of Behemoths,211,Near Mint,English,,,,,,,,$0.00 
2,0,Squad Captain,Commander Legends,51,Near Mint,English,,,,,,,,$0.00 
1,0,Squad Captain,Commander Legends,51,Near Mint,English,foil,,,,,,,$0.00 
1,0,Squash,Kaldheim,152,Near Mint,English,,,,,,,,$0.00 
1,0,"Squee, the Immortal",Dominaria,146,Near Mint,English,,,,,,,,$0.00 
1,0,"Sram, Senior Edificer",Commander Legends,386,Near Mint,English,,,,,,,,$0.00 
1,0,Stab Wound,Return to Ravnica,78,Near Mint,English,,,,,,,,$0.00 
4,0,Staggering Insight,Theros Beyond Death,228,Near Mint,English,,,,,,,,$0.00 
1,0,Stalking Vengeance,Commander 2013,121,Near Mint,English,,,,,,,,$0.00 
1,0,Stalwart Valkyrie,Kaldheim,31,Near Mint,English,foil,,,,,,,$0.00 
1,0,Stampede Rider,Theros Beyond Death,155,Near Mint,English,,,,,,,,$0.00 
1,0,Star Compass,Planeshift,134,Near Mint,English,,,,,,,,$0.00 
2,0,Starlit Mantle,Theros Beyond Death,67,Near Mint,English,,,,,,,,$0.00 
2,0,Starnheim Courser,Kaldheim,32,Near Mint,English,,,,,,,,$0.00 
1,0,Startling Development,Ikoria: Lair of Behemoths,68,Near Mint,English,,,,,,,,$0.00 
2,0,Staunch Shieldmate,Core Set 2021,39,Near Mint,English,,,,,,,,$0.00 
2,0,Staunch Throneguard,Commander Legends,344,Near Mint,English,,,,,,,,$0.00 
1,0,Stave Off,Mystery Booster,246,Near Mint,English,,,,,,,,$0.00 
1,0,Steadfast Sentry,Core Set 2020,40,Near Mint,English,,,,,,,,$0.00 
1,0,Stealer of Secrets,Return to Ravnica,53,Near Mint,English,,,,,,,,$0.00 
2,0,Steelclaw Lance,Throne of Eldraine,202,Near Mint,English,,,,,,,,$0.00 
2,0,Steelgaze Griffin,Throne of Eldraine,65,Near Mint,English,,,,,,,,$0.00 
1,0,Stingerfling Spider,Commander Legends,258,Near Mint,English,,,,,,,,$0.00 
1,0,Stinging Lionfish,Theros Beyond Death,69,Near Mint,English,,,,,,,,$0.00 
1,0,Stingscourger,Modern Masters,131,Near Mint,English,,,,,,,,$0.00 
1,0,Stinkdrinker Bandit,Zendikar Rising Commander,55,Near Mint,English,,,,,,,,$0.00 
1,0,Stinkweed Imp,Ravnica: City of Guilds,107,Near Mint,English,,,,,,,,$0.00 
1,0,Stirring Address,Modern Horizons,32,Near Mint,English,,,,,,,,$0.00 
1,0,Stitched Drake,Mystery Booster,505,Near Mint,English,,,,,,,,$0.00 
1,0,Stolen by the Fae,Throne of Eldraine,66,Near Mint,English,,,,,,,,$0.00 
1,0,Stolen Identity,Zendikar Rising Commander,37,Near Mint,English,,,,,,,,$0.00 
1,0,Stolen Identity,Gatecrash,53,Near Mint,English,,,,,,,,$0.00 
1,0,Stone Quarry,Commander Legends,495,Near Mint,English,,,,,,,,$0.00 
1,0,Stone-Seeder Hierophant,Ravnica: City of Guilds,184,Near Mint,English,,,,,,,,$0.00 
1,0,Stonefare Crocodile,Return to Ravnica,136,Near Mint,English,,,,,,,,$0.00 
2,0,Stonefury,Commander Legends,203,Near Mint,English,,,,,,,,$0.00 
3,0,Stonework Packbeast,Zendikar Rising,255,Near Mint,English,,,,,,,,$0.00 
1,0,Storm Sculptor,Jumpstart,179,Near Mint,English,,,,,,,,$0.00 
1,0,Storm's Wrath,Theros Beyond Death,157,Near Mint,English,,,,,,,,$0.00 
1,0,Stormfront Riders,Time Spiral Remastered,46,Near Mint,English,,,,,,,,$0.00 
1,0,Stormtide Leviathan,Commander Legends,407,Near Mint,English,,,,,,,,$0.00 
1,0,Story Seeker,Kaldheim,34,Near Mint,English,,,,,,,,$0.00 
1,0,Strategic Planning,Hour of Devastation,47,Near Mint,English,,,,,,,,$0.00 
1,0,Strategic Planning,Kaldheim,77,Near Mint,English,foil,,,,,,,$0.00 
1,0,Strategic Planning,Kaldheim,77,Near Mint,English,,,,,,,,$0.00 
1,0,Stratus Walk,Born of the Gods,52,Near Mint,English,,,,,,,,$0.00 
1,0,Stream of Thought,Modern Horizons,71,Near Mint,English,,,,,,,,$0.00 
1,0,Street Spasm,Return to Ravnica,106,Near Mint,English,,,,,,,,$0.00 
4,0,Strength of Solidarity,Zendikar Rising,206,Near Mint,English,,,,,,,,$0.00 
1,0,Strength of the Pack,Commander Legends,259,Near Mint,English,,,,,,,,$0.00 
1,0,Strength of the Tajuru,Commander 2020,192,Near Mint,English,,,,,,,,$0.00 
1,0,Strider Harness,Oath of the Gatewatch,167,Near Mint,English,,,,,,,,$0.00 
1,0,Strider Harness,Rivals of Ixalan,183,Near Mint,English,,,,,,,,$0.00 
1,0,Stromkirk Mentor,Shadows over Innistrad,137,Near Mint,English,,,,,,,,$0.00 
1,0,Structural Collapse,Gatecrash,107,Near Mint,English,,,,,,,,$0.00 
2,0,Struggle // Survive,Hour of Devastation,151,Near Mint,English,,,,,,,,$0.00 
2,0,Struggle for Skemfar,Kaldheim,196,Near Mint,English,,,,,,,,$0.00 
1,0,Stumpsquall Hydra,Commander Legends,367,Near Mint,English,,,,,,,,$0.00 
1,0,"Subira, Tulzidi Caravanner",Core Set 2021,162,Near Mint,English,,,,,,,,$0.00 
1,0,Submerged Boneyard,Zendikar Rising Commander,141,Near Mint,English,,,,,,,,$0.00 
1,0,Subtle Strike,Zendikar Rising,128,Near Mint,English,,,,,,,,$0.00 
1,0,Sudden Spinnerets,Ikoria: Lair of Behemoths,171,Near Mint,English,,,,,,,,$0.00 
1,0,Sudden Spoiling,Time Spiral Remastered,144,Near Mint,English,,,,,,,,$0.00 
2,0,Suffocating Fumes,Ikoria: Lair of Behemoths,100,Near Mint,English,,,,,,,,$0.00 
1,0,Sulfuric Vortex,Scourge,106,Near Mint,English,,,,,,,,$0.00 
1,0,Sulfurous Blast,Conspiracy: Take the Crown,170,Near Mint,English,,,,,,,,$0.00 
1,0,Sulfurous Mire,Kaldheim,270,Near Mint,English,,,,,,,,$0.00 
2,0,Sumala Woodshaper,Guilds of Ravnica,200,Near Mint,English,,,,,,,,$0.00 
1,0,Summary Dismissal,Eldritch Moon,75,Near Mint,English,,,,,,,,$0.00 
1,0,Sun Titan,Commander 2020,101,Near Mint,English,,,,,,,,$0.00 
1,0,Sun Titan,Zendikar Rising Commander,21,Near Mint,English,,,,,,,,$0.00 
1,0,Sunbird's Invocation,Ixalan,165,Near Mint,English,foil,,,,,,,$0.00 
1,0,Sunblast Angel,Commander 2020,102,Near Mint,English,,,,,,,,$0.00 
2,0,Sundering Growth,Return to Ravnica,223,Near Mint,English,,,,,,,,$0.00 
1,0,Sundering Stroke,Throne of Eldraine,144,Near Mint,English,,,,,,,,$0.00 
1,0,Sundering Titan,Double Masters,292,Near Mint,English,,,,,,,,$0.00 
1,0,Sunforger,Commander Legends,473,Near Mint,English,,,,,,,,$0.00 
1,0,Sungrass Prairie,Commander 2020,317,Near Mint,English,,,,,,,,$0.00 
1,0,Sunhome Stalwart,Guilds of Ravnica,26,Near Mint,English,,,,,,,,$0.00 
1,0,"Sunhome, Fortress of the Legion",Commander Legends,496,Near Mint,English,,,,,,,,$0.00 
1,0,Sunken Hollow,Commander 2020,318,Near Mint,English,,,,,,,,$0.00 
1,0,Sunlance,Time Spiral Remastered,47,Near Mint,English,,,,,,,,$0.00 
1,0,Sunmane Pegasus,Theros Beyond Death,38,Near Mint,English,,,,,,,,$0.00 
1,0,Sunscape Master,Invasion,42,Near Mint,English,,,,,,,,$0.00 
1,0,Sunset Pyramid,Commander Legends,345,Near Mint,English,,,,,,,,$0.00 
1,0,Sunspire Griffin,Return to Ravnica,25,Near Mint,English,,,,,,,,$0.00 
1,0,Supernatural Stamina,Double Masters,108,Near Mint,English,,,,,,,,$0.00 
1,0,Supernatural Stamina,Commander Legends,151,Near Mint,English,,,,,,,,$0.00 
1,0,Supernatural Stamina,Commander Legends,151,Near Mint,English,foil,,,,,,,$0.00 
1,0,Supreme Will,Commander Legends,102,Near Mint,English,,,,,,,,$0.00 
1,0,Sure Strike,Guilds of Ravnica,118,Near Mint,English,,,,,,,,$0.00 
1,0,Sure Strike,Core Set 2021,163,Near Mint,English,,,,,,,,$0.00 
1,0,Sure-Footed Infiltrator,Zendikar Rising,83,Near Mint,English,,,,,,,,$0.00 
1,0,Surly Badgersaur,Commander 2020,57,Near Mint,English,,,,,,,,$0.00 
1,0,Surrakar Spellblade,Modern Masters 2015 Edition,60,Near Mint,English,,,,,,,,$0.00 
1,0,Surreal Memoir,Commander 2020,161,Near Mint,English,,,,,,,,$0.00 
1,0,Surtland Elementalist,Kaldheim,375,Near Mint,English,,,,,,,,$0.00 
1,0,Surtland Flinger,Kaldheim,377,Near Mint,English,,,,,,,,$0.00 
2,0,Surtland Frostpyre,Kaldheim,271,Near Mint,English,,,,,,,,$0.00 
2,0,Survivors' Bond,Ikoria: Lair of Behemoths,172,Near Mint,English,,,,,,,,$0.00 
1,0,Survivors' Encampment,Hour of Devastation,184,Near Mint,English,,,,,,,,$0.00 
1,0,"Svella, Ice Shaper",Kaldheim,230,Near Mint,English,,,,,,,,$0.00 
1,0,"Svogthos, the Restless Tomb",Commander,289,Near Mint,English,,,,,,,,$0.00 
200,0,Swamp,Core Set 2021,266,Near Mint,English,,,,,,,,$0.00 
1,0,Swarm Intelligence,Commander 2020,124,Near Mint,English,,,,,,,,$0.00 
4,0,Swift Justice,Return to Ravnica,26,Near Mint,English,,,,,,,,$0.00 
1,0,Swift Response,Core Set 2021,40,Near Mint,English,,,,,,,,$0.00 
1,0,Swiftfoot Boots,Commander 2017,226,Near Mint,English,,,,,,,,$0.00 
1,0,Swiftfoot Boots,Commander 2020,254,Near Mint,English,,,,,,,,$0.00 
2,0,Swiftfoot Boots,Commander Legends,474,Near Mint,English,,,,,,,,$0.00 
1,0,Swiftfoot Boots,Magic 2012,219,Near Mint,English,,,,,,,,$0.00 
1,0,Swiftwater Cliffs,Khans of Tarkir,243,Near Mint,English,,,,,,,,$0.00 
2,0,Swiftwater Cliffs,Core Set 2020,252,Near Mint,English,,,,,,,,$0.00 
1,0,Swiftwater Cliffs,Ikoria: Lair of Behemoths,255,Near Mint,English,,,,,,,,$0.00 
1,0,Swiftwater Cliffs,Core Set 2021,251,Near Mint,English,,,,,,,,$0.00 
1,0,Sword of the Chosen,Stronghold,135,Near Mint,English,,,,,,,,$0.00 
1,0,Sword of Vengeance,Commander Legends,475,Near Mint,English,,,,,,,,$0.00 
1,0,Swords to Plowshares,Commander Legends,387,Near Mint,English,,,,,,,,$0.00 
2,0,Sworn Companions,Guilds of Ravnica,27,Near Mint,English,,,,,,,,$0.00 
1,0,"Sygg, River Cutthroat",Zendikar Rising Commander,103,Near Mint,English,,,,,,,,$0.00 
1,0,Sylvan Advocate,Zendikar Rising Commander,84,Near Mint,English,,,,,,,,$0.00 
1,0,Sylvan Brushstrider,Ravnica Allegiance,144,Near Mint,English,,,,,,,,$0.00 
1,0,Sylvan Reclamation,Zendikar Rising Commander,104,Near Mint,English,,,,,,,,$0.00 
1,0,Sylvok Explorer,Fifth Dawn,93,Near Mint,English,,,,,,,,$0.00 
1,0,Synchronized Spellcraft,Zendikar Rising,168,Near Mint,English,,,,,,,,$0.00 
1,0,Syndic of Tithes,Gatecrash,26,Near Mint,English,,,,,,,,$0.00 
2,0,Syndicate Enforcer,Gatecrash,80,Near Mint,English,,,,,,,,$0.00 
1,0,"Syr Alin, the Lion's Claw",Throne of Eldraine,32,Near Mint,English,,,,,,,,$0.00 
2,0,"Syr Carah, the Bold",Throne of Eldraine,145,Near Mint,English,,,,,,,,$0.00 
1,0,"Syr Faren, the Hengehammer",Throne of Eldraine,177,Near Mint,English,,,,,,,,$0.00 
1,0,"Syr Konrad, the Grim",Throne of Eldraine,107,Near Mint,English,,,,,,,,$0.00 
1,0,"Taborax, Hope's Demise",Zendikar Rising,129,Near Mint,English,,,,,,,,$0.00 
2,0,Tajuru Blightblade,Zendikar Rising,208,Near Mint,English,,,,,,,,$0.00 
2,0,Tajuru Snarecaster,Zendikar Rising,210,Near Mint,English,,,,,,,,$0.00 
1,0,Take Heart,Guilds of Ravnica,28,Near Mint,English,,,,,,,,$0.00 
1,0,Talisman of Resilience,Modern Horizons,234,Near Mint,English,,,,,,,,$0.00 
1,0,Tall as a Beanstalk,Throne of Eldraine,178,Near Mint,English,,,,,,,,$0.00 
2,0,Talrand's Invocation,Jumpstart,182,Near Mint,English,,,,,,,,$0.00 
1,0,"Talrand, Sky Summoner",Commander 2020,125,Near Mint,English,,,,,,,,$0.00 
1,0,Tandem Lookout,Modern Masters 2017 Edition,53,Near Mint,English,,,,,,,,$0.00 
2,0,Tangled Florahedron // Tangled Vale,Zendikar Rising,211,Near Mint,English,,,,,,,,$0.00 
1,0,Tar Snare,Oath of the Gatewatch,90,Near Mint,English,,,,,,,,$0.00 
1,0,Tavern Swindler,Core Set 2021,124,Near Mint,English,,,,,,,,$0.00 
1,0,"Tayam, Luminous Enigma",Commander 2020,16,Near Mint,English,foil,,,,,,,$0.00 
2,0,Tazeem Roilmage,Zendikar Rising,84,Near Mint,English,,,,,,,,$0.00 
1,0,Tectonic Edge,Worldwake,145,Near Mint,English,,,,,,,,$0.00 
1,0,Tectonic Reformation,Modern Horizons,149,Near Mint,English,,,,,,,,$0.00 
1,0,Tectonic Reformation,Commander 2020,162,Near Mint,English,,,,,,,,$0.00 
1,0,Teeterpeak Ambusher,Zendikar Rising,169,Near Mint,English,,,,,,,,$0.00 
1,0,Teferi's Protege,Core Set 2021,295,Near Mint,English,,,,,,,,$0.00 
1,0,Tempered Veteran,Core Set 2021,41,Near Mint,English,,,,,,,,$0.00 
1,0,Temple of Malady,Core Set 2021,253,Near Mint,English,,,,,,,,$0.00 
1,0,Temple of Malice,Theros Beyond Death,247,Near Mint,English,,,,,,,,$0.00 
1,0,Temple of Mystery,Core Set 2021,254,Near Mint,English,,,,,,,,$0.00 
1,0,Temple of the False God,Commander 2014,314,Near Mint,English,,,,,,,,$0.00 
1,0,Temple of the False God,Commander 2019,280,Near Mint,English,,,,,,,,$0.00 
5,0,Temple of the False God,Mystery Booster,1691,Near Mint,English,,,,,,,,$0.00 
4,0,Temple of the False God,Commander 2020,319,Near Mint,English,,,,,,,,$0.00 
1,0,Temple Thief,Theros Beyond Death,116,Near Mint,English,,,,,,,,$0.00 
2,0,Tempting Witch,Throne of Eldraine,108,Near Mint,English,,,,,,,,$0.00 
1,0,Temur Battle Rage,Double Masters,146,Near Mint,English,,,,,,,,$0.00 
1,0,Temur Battle Rage,Commander Legends,417,Near Mint,English,,,,,,,,$0.00 
1,0,Temur Charm,Commander 2020,230,Near Mint,English,,,,,,,,$0.00 
1,0,Tenacious Hunter,Hour of Devastation,136,Near Mint,English,,,,,,,,$0.00 
1,0,Tenement Crasher,Return to Ravnica,108,Near Mint,English,,,,,,,,$0.00 
1,0,Tentative Connection,Ikoria: Lair of Behemoths,138,Near Mint,English,,,,,,,,$0.00 
1,0,Tenth District Guard,Guilds of Ravnica,29,Near Mint,English,,,,,,,,$0.00 
1,0,Terastodon,Commander Legends,438,Near Mint,English,,,,,,,,$0.00 
2,0,Tergrid's Shadow,Kaldheim,113,Near Mint,English,,,,,,,,$0.00 
1,0,"Tergrid, God of Fright // Tergrid's Lantern",Kaldheim,307,Near Mint,English,,,,,,,,$0.00 
1,0,Terminate,Commander 2020,231,Near Mint,English,,,,,,,,$0.00 
1,0,Terminate,Alara Reborn,46,Near Mint,English,,,,,,,,$0.00 
1,0,Terramorphic Expanse,Zendikar Rising Commander,142,Near Mint,English,,,,,,,,$0.00 
4,0,Terramorphic Expanse,Commander Legends,357,Near Mint,English,,,,,,,,$0.00 
1,0,Territorial Scythecat,Zendikar Rising,213,Near Mint,English,,,,,,,,$0.00 
1,0,Terror of Mount Velus,Theros Beyond Death,295,Near Mint,English,,,,,,,,$0.00 
1,0,Terrus Wurm,Return to Ravnica,80,Near Mint,English,,,,,,,,$0.00 
1,0,"Teshar, Ancestor's Apostle",Dominaria,36,Near Mint,English,,,,,,,,$0.00 
1,0,"Tetsuko Umezawa, Fugitive",Dominaria,69,Near Mint,English,,,,,,,,$0.00 
1,0,Thalia's Lieutenant,Commander 2020,103,Near Mint,English,,,,,,,,$0.00 
2,0,"Thalisse, Reverent Medium",Commander Legends,291,Near Mint,English,,,,,,,,$0.00 
1,0,Thassa's Devourer,Journey into Nyx,53,Near Mint,English,,,,,,,,$0.00 
1,0,"Thassa, Deep-Dwelling",Theros Beyond Death,71,Near Mint,English,,,,,,,,$0.00 
2,0,Thaumaturge's Familiar,Theros Beyond Death,238,Near Mint,English,,,,,,,,$0.00 
1,0,The Akroan War,Theros Beyond Death,124,Near Mint,English,,,,,,,,$0.00 
1,0,The Bloodsky Massacre,Kaldheim,207,Near Mint,English,,,,,,,,$0.00 
1,0,The Circle of Loyalty,Throne of Eldraine,9,Near Mint,English,,,,,,,,$0.00 
1,0,The Flame of Keld,Dominaria,123,Near Mint,English,,,,,,,,$0.00 
1,0,The Locust God,Hour of Devastation,139,Near Mint,English,,,,,,,,$0.00 
1,0,The Mending of Dominaria,Zendikar Rising Commander,74,Near Mint,English,,,,,,,,$0.00 
2,0,The Prismatic Piper,Commander Legends,1,Near Mint,English,,,,,,,,$0.00 
2,0,The Raven's Warning,Kaldheim,227,Near Mint,English,,,,,,,,$0.00 
1,0,The Three Seasons,Kaldheim,231,Near Mint,English,,,,,,,,$0.00 
2,0,The Trickster-God's Heist,Kaldheim,232,Near Mint,English,,,,,,,,$0.00 
1,0,The Triumph of Anax,Theros Beyond Death,160,Near Mint,English,,,,,,,,$0.00 
1,0,The Wanderer,War of the Spark,37,Near Mint,English,,,,,,,,$0.00 
1,0,Thermo-Alchemist,Eldritch Moon,147,Near Mint,English,,,,,,,,$0.00 
1,0,Thermopod,Coldsnap,100,Near Mint,English,,,,,,,,$0.00 
1,0,Thespian's Stage,Gatecrash,248,Near Mint,English,,,,,,,,$0.00 
1,0,Thicket Crasher,Core Set 2020,196,Near Mint,English,,,,,,,,$0.00 
1,0,Thirst for Knowledge,Commander Legends,103,Near Mint,English,,,,,,,,$0.00 
1,0,Thirst for Meaning,Theros Beyond Death,74,Near Mint,English,,,,,,,,$0.00 
2,0,Thopter Foundry,Double Masters,222,Near Mint,English,,,,,,,,$0.00 
2,0,Thorn of the Black Rose,Commander Legends,154,Near Mint,English,,,,,,,,$0.00 
1,0,Thorned Moloch,Hour of Devastation,108,Near Mint,English,,,,,,,,$0.00 
1,0,Thornwood Falls,Commander Legends,498,Near Mint,English,,,,,,,,$0.00 
1,0,Thornwood Falls,Core Set 2020,258,Near Mint,English,,,,,,,,$0.00 
